,document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
281,281,0.011784511784511786,0.06313131313131312,0.3211279461279461,0.022306397306397305,0.015572390572390573,0.0202020202020202,0.10143097643097641,0.013468013468013467,0.07407407407407406,0.050084175084175085,0.054292929292929275,0.01978114478114478,0.016414141414141416,0.026936026936026935,0.019360269360269362,0.018097643097643102,0.1334175084175084,0.018518518518518517
282,282,0.011154011154011156,0.058344058344058335,0.34234234234234234,0.019305019305019308,0.016731016731016735,0.019305019305019308,0.10853710853710855,0.012012012012012014,0.07593307593307594,0.053625053625053626,0.04590304590304591,0.01844701844701845,0.01801801801801802,0.019734019734019736,0.021021021021021026,0.020592020592020595,0.12355212355212357,0.015444015444015446
283,283,0.04537743850720949,0.02120441051738762,0.035199321458863446,0.1993214588634436,0.030958439355385923,0.14927905004240882,0.029686174724342665,0.03774385072094996,0.022900763358778626,0.04283290924512299,0.03859202714164546,0.03859202714164546,0.053859202714164535,0.10814249363867684,0.04961832061068701,0.015691263782866838,0.025021204410517386,0.0559796437659033
284,284,0.017292126563649743,0.07247976453274466,0.012877115526122147,0.0235467255334805,0.03164091243561443,0.020235467255334805,0.0235467255334805,0.026857983811626195,0.01986754966887417,0.07947019867549668,0.024282560706401765,0.11295069904341427,0.3951434878587197,0.03715967623252391,0.016556291390728475,0.024282560706401765,0.03973509933774834,0.02207505518763797
285,285,0.07804232804232802,0.01675485008818342,0.017195767195767195,0.21296296296296297,0.1419753086419753,0.036155202821869487,0.06525573192239857,0.03130511463844797,0.0291005291005291,0.037037037037037035,0.017195767195767195,0.04585537918871252,0.01984126984126984,0.01455026455026455,0.13932980599647266,0.042328042328042326,0.03659611992945326,0.018518518518518517
286,286,0.013998250218722662,0.03280839895013124,0.028433945756780408,0.07086614173228346,0.09011373578302713,0.017060367454068245,0.020122484689413828,0.36701662292213477,0.026684164479440074,0.044619422572178484,0.03455818022747158,0.020122484689413828,0.03630796150481191,0.049868766404199474,0.018372703412073494,0.015310586176727911,0.050743657042869636,0.06299212598425197
287,287,0.02204585537918872,0.09347442680776015,0.020723104056437396,0.016313932980599653,0.09788359788359789,0.021604938271604944,0.16049382716049387,0.026895943562610238,0.019400352733686073,0.02116402116402117,0.0343915343915344,0.05026455026455028,0.016754850088183428,0.05026455026455028,0.03130511463844798,0.27425044091710765,0.026455026455026464,0.016313932980599653
288,288,0.02078337330135891,0.5983213429256596,0.017186250999200643,0.021582733812949645,0.016386890487609912,0.029576338928856916,0.02717825739408473,0.014388489208633093,0.04156674660271782,0.016386890487609912,0.02677857713828937,0.01398880895283773,0.014388489208633093,0.03317346123101519,0.01598721023181455,0.03557154276578737,0.03397282174260592,0.022781774580335732
289,289,0.02358113509192646,0.5931254996003198,0.015587529976019183,0.019984012789768184,0.01438848920863309,0.026778577138289367,0.02078337330135891,0.015987210231814545,0.043165467625899276,0.015587529976019183,0.026778577138289367,0.015187849720223818,0.018385291766586733,0.031574740207833726,0.017985611510791366,0.03836930455635491,0.03717026378896882,0.025579536370903273
290,290,0.018922852983988353,0.598738476467734,0.016496846191169333,0.02377486656962639,0.016011644832605528,0.027656477438136824,0.02231926249393498,0.016496846191169333,0.04366812227074235,0.017952450266860744,0.01989325570111596,0.016496846191169333,0.019408054342552154,0.02231926249393498,0.02086365841824357,0.029112081513828235,0.03930131004366812,0.030567685589519642
291,291,0.022290809327846366,0.07373113854595335,0.02709190672153635,0.023319615912208505,0.05898491083676268,0.019890260631001376,0.020919067215363515,0.03497942386831276,0.03703703703703704,0.10013717421124829,0.01783264746227709,0.09910836762688616,0.2997256515775034,0.08299039780521261,0.01234567901234568,0.029835390946502057,0.025034293552812073,0.014746227709190672
292,292,0.03435966086568496,0.21062025881302987,0.049977688531905394,0.03748326639892905,0.024542614904060685,0.015171798304328424,0.01606425702811245,0.035698348951360995,0.035252119589468986,0.0321285140562249,0.035252119589468986,0.02588130298973672,0.04908522980812137,0.18875502008032125,0.033913431503792946,0.04730031236055332,0.0937081659973226,0.03480589022757697
293,293,0.016362252663622526,0.0669710806697108,0.0197869101978691,0.018645357686453576,0.025494672754946726,0.03272450532724505,0.2545662100456621,0.011415525114155252,0.025875190258751905,0.1187214611872146,0.02815829528158295,0.01750380517503805,0.017123287671232876,0.0365296803652968,0.013698630136986302,0.025875190258751905,0.25,0.02054794520547945
294,294,0.014157014157014156,0.0489060489060489,0.025740025740025742,0.057915057915057896,0.026169026169026166,0.0265980265980266,0.06692406692406691,0.026169026169026166,0.2681252681252681,0.022737022737022734,0.060918060918060894,0.10725010725010722,0.019305019305019305,0.027027027027027025,0.04547404547404546,0.025311025311025314,0.020592020592020588,0.11068211068211066
295,295,0.018455743879472696,0.03427495291902072,0.07495291902071562,0.05800376647834274,0.021845574387947268,0.031261770244821095,0.01657250470809793,0.02297551789077213,0.028248587570621472,0.025612052730696798,0.024105461393596987,0.022222222222222227,0.31186440677966104,0.05800376647834274,0.02259887005649718,0.023728813559322038,0.030885122410546143,0.1743879472693032
296,296,0.03168402777777778,0.02430555555555556,0.038628472222222224,0.12152777777777779,0.038628472222222224,0.01779513888888889,0.10026041666666666,0.020833333333333336,0.01779513888888889,0.04861111111111112,0.026909722222222227,0.01649305555555556,0.013020833333333336,0.020833333333333336,0.02170138888888889,0.018229166666666668,0.03255208333333334,0.39019097222222227
297,297,0.027895981087470444,0.035460992907801414,0.017021276595744678,0.1494089834515366,0.046335697399527184,0.26666666666666666,0.0359338061465721,0.03073286052009456,0.10496453900709217,0.02742316784869976,0.06052009456264773,0.029314420803782507,0.019385342789598106,0.023640661938534275,0.020330969267139478,0.052955082742316764,0.039716312056737584,0.012293144208037825
298,298,0.0303030303030303,0.019827908716797606,0.12046389824167603,0.021698466142910593,0.24990647212869438,0.06808829031051253,0.20875420875420878,0.016835016835016838,0.030677141788252905,0.030677141788252905,0.019827908716797606,0.010849233071455296,0.020202020202020207,0.013842124953236066,0.03179947624392069,0.024317246539468765,0.06247661803217358,0.019453797231575014
299,299,0.06285967242142541,0.04471004869411245,0.029216467463479417,0.1252766710934042,0.031429836210712714,0.026117751217352814,0.015493581230633026,0.3280212483399735,0.024347056219566184,0.03984063745019921,0.05843293492695883,0.024789729969012846,0.027003098716246135,0.06994245241257194,0.02301903497122621,0.019034971226206288,0.027445772465692794,0.02301903497122621
300,300,0.018095238095238095,0.11555555555555556,0.013333333333333332,0.013650793650793651,0.013015873015873015,0.013333333333333332,0.12253968253968255,0.014285714285714285,0.029206349206349205,0.012063492063492063,0.018095238095238095,0.013333333333333332,0.027936507936507936,0.013650793650793651,0.012698412698412698,0.03936507936507935,0.49650793650793656,0.013333333333333332
301,301,0.041079812206572766,0.021517996870109548,0.03247261345852895,0.11619718309859153,0.03247261345852895,0.02112676056338028,0.02190923317683881,0.449530516431925,0.019170579029733955,0.03951486697965571,0.05633802816901407,0.013693270735524255,0.02777777777777778,0.019170579029733955,0.028560250391236306,0.019561815336463225,0.015258215962441313,0.02464788732394366
302,302,0.021851851851851848,0.018518518518518517,0.019999999999999997,0.03666666666666667,0.43370370370370376,0.032962962962962965,0.17814814814814814,0.015925925925925923,0.030370370370370367,0.03518518518518518,0.02592592592592592,0.016666666666666666,0.017037037037037035,0.014814814814814814,0.017407407407407406,0.018148148148148146,0.03407407407407407,0.03259259259259259
303,303,0.01785714285714286,0.029761904761904767,0.018650793650793654,0.05873015873015873,0.08373015873015872,0.03928571428571429,0.029365079365079372,0.0384920634920635,0.01666666666666667,0.06904761904761904,0.03968253968253969,0.049999999999999996,0.3642857142857143,0.050793650793650794,0.01785714285714286,0.013095238095238097,0.036111111111111115,0.02658730158730159
304,304,0.014058956916099775,0.02086167800453515,0.04852607709750567,0.028117913832199547,0.13514739229024947,0.19954648526077098,0.12063492063492065,0.0399092970521542,0.015873015873015876,0.07029478458049886,0.057142857142857134,0.03718820861678005,0.049433106575963726,0.021315192743764175,0.07165532879818592,0.022222222222222227,0.0344671201814059,0.013605442176870751
305,305,0.021650326797385627,0.026552287581699346,0.044526143790849675,0.02124183006535948,0.013480392156862746,0.020424836601307193,0.4048202614379086,0.09926470588235294,0.031045751633986932,0.055555555555555546,0.03145424836601307,0.026552287581699346,0.02246732026143791,0.032679738562091505,0.013480392156862746,0.014297385620915034,0.05596405228758169,0.06454248366013071
306,306,0.03109594235874099,0.012514220705346985,0.011755783086841108,0.08532423208191124,0.01820250284414107,0.02692453545695866,0.4698521046643914,0.015547971179370495,0.10959423587409935,0.02123625331816458,0.013272658323852863,0.011376564277588168,0.015168752370117555,0.02502844141069397,0.04323094425483503,0.032992036405005684,0.040955631399317405,0.015927189988623434
307,307,0.01822079314040729,0.032868881743479815,0.01321900678813862,0.012147195426938193,0.06180778849589138,0.10039299749910682,0.03572704537334762,0.02357984994640943,0.05573419078242228,0.18185066095033942,0.05609146123615576,0.23186852447302608,0.023222579492675956,0.03108252947481243,0.03322615219721329,0.023222579492675956,0.032511611289746334,0.03322615219721329
308,308,0.03224675779880827,0.033648790746582544,0.04416403785488958,0.020329477742726955,0.01892744479495268,0.4016824395373292,0.02839116719242902,0.04626708727655099,0.045566070802663845,0.037504381352961795,0.033648790746582544,0.09849281458114266,0.027339642481598314,0.020679985979670523,0.028040658955485454,0.019978969505783383,0.04206098843322817,0.02103049421661409
309,309,0.02312925170068027,0.02585034013605442,0.024036281179138322,0.05396825396825395,0.11746031746031745,0.019954648526077097,0.02358276643990929,0.03628117913832199,0.09206349206349204,0.030839002267573693,0.016326530612244896,0.024489795918367342,0.043083900226757364,0.33514739229024937,0.018140589569160995,0.04172335600907029,0.047619047619047616,0.02630385487528344
310,310,0.028518518518518512,0.02222222222222222,0.009259259259259259,0.04999999999999998,0.5311111111111111,0.019259259259259257,0.030370370370370364,0.016296296296296295,0.045185185185185175,0.04185185185185184,0.024074074074074067,0.017777777777777774,0.01111111111111111,0.02333333333333333,0.012962962962962959,0.07777777777777775,0.02148148148148148,0.017407407407407406
311,311,0.012634708286882203,0.05016722408026755,0.019695280564845784,0.030843552582683023,0.05128205128205128,0.05091044221479004,0.05648457822370866,0.01820884429580082,0.021553325901151995,0.18543292456335939,0.01820884429580082,0.01523597175771089,0.13898179115570422,0.10776662950575996,0.011148272017837238,0.05016722408026755,0.14195466369379414,0.019323671497584544
312,312,0.030732860520094565,0.02458628841607565,0.023640661938534282,0.026477541371158392,0.03735224586288416,0.02836879432624114,0.03356973995271868,0.047281323877068564,0.026950354609929082,0.1607565011820331,0.028841607565011827,0.24917257683215133,0.13711583924349882,0.041607565011820336,0.016548463356974,0.04066193853427896,0.030732860520094565,0.015602836879432626
313,313,0.017160017160017162,0.41527241527241543,0.01801801801801802,0.02187902187902188,0.05105105105105106,0.018018018018018025,0.02230802230802231,0.03903903903903905,0.026169026169026176,0.03517803517803519,0.05534105534105534,0.020163020163020164,0.0368940368940369,0.026169026169026173,0.023166023166023172,0.10467610467610468,0.04461604461604462,0.024882024882024886
314,314,0.023904382470119525,0.03541389995573263,0.22222222222222224,0.04116865869853918,0.06463036741921203,0.015493581230633026,0.051350154935812305,0.06905710491367861,0.08676405489154493,0.05754758742806551,0.03541389995573263,0.01947764497565295,0.019920318725099605,0.09473218238158478,0.019034971226206288,0.054891544931385566,0.02744577246569279,0.061531651173085435
315,315,0.015397419891801913,0.1252600915522264,0.0270495214315439,0.019142738243861836,0.023720349563046188,0.014148980441115271,0.11943404078235538,0.014148980441115271,0.02247191011235955,0.12942155638784852,0.02122347066167291,0.1406575114440283,0.02413649604660841,0.1714523512276321,0.01831044527673741,0.017894298793175195,0.08239700374531833,0.013732833957553058
316,316,0.01903651903651904,0.0777000777000777,0.03535353535353536,0.035742035742035744,0.038461538461538464,0.022144522144522148,0.10450660450660451,0.014374514374514376,0.2066822066822067,0.028360528360528364,0.024864024864024864,0.013986013986013988,0.020202020202020204,0.13791763791763795,0.022921522921522924,0.0372960372960373,0.14296814296814297,0.017482517482517484
317,317,0.022045855379188718,0.020282186948853618,0.05423280423280424,0.030423280423280425,0.06128747795414462,0.045855379188712526,0.3430335097001764,0.0326278659611993,0.10758377425044091,0.031746031746031744,0.020282186948853618,0.016754850088183424,0.01940035273368607,0.01851851851851852,0.030423280423280425,0.04100529100529101,0.04850088183421517,0.05599647266313933
318,318,0.020424836601307197,0.025735294117647068,0.024509803921568638,0.11968954248366016,0.03758169934640524,0.023284313725490204,0.01879084967320262,0.12418300653594776,0.030228758169934648,0.02818627450980393,0.027777777777777787,0.012663398692810463,0.02287581699346406,0.3312908496732027,0.049019607843137254,0.030228758169934648,0.033496732026143804,0.0400326797385621
319,319,0.034188034188034185,0.02519118308591993,0.12775528565002248,0.01799370220422852,0.03013945119208277,0.04993252361673414,0.3688708951866847,0.015744489428699954,0.03913630229419703,0.04813315339631129,0.01979307242465137,0.033288349077822764,0.01529464687359424,0.028340080971659923,0.017094017094017092,0.03733693207377418,0.06882591093117407,0.022941970310391364
320,320,0.14379084967320266,0.045751633986928116,0.2765522875816994,0.09477124183006538,0.019199346405228763,0.03308823529411766,0.02287581699346406,0.0727124183006536,0.020016339869281054,0.020424836601307197,0.027777777777777787,0.0232843137254902,0.026552287581699353,0.04779411764705884,0.037581699346405234,0.029003267973856217,0.021241830065359485,0.03758169934640524
321,321,0.020036429872495445,0.02276867030965392,0.020036429872495445,0.033697632058287796,0.013661202185792351,0.023224043715846996,0.01912568306010929,0.05965391621129325,0.21265938069216755,0.03825136612021858,0.025500910746812388,0.04735883424408014,0.02367941712204007,0.3151183970856102,0.024134790528233155,0.022313296903460837,0.02686703096539162,0.05191256830601092
322,322,0.03499562554680665,0.02318460192475941,0.017497812773403325,0.014435695538057744,0.023622047244094488,0.09886264216972877,0.01968503937007874,0.03849518810148732,0.02318460192475941,0.04593175853018373,0.01706036745406824,0.29658792650918636,0.07611548556430446,0.025809273840769906,0.043744531933508315,0.022747156605424323,0.0415573053368329,0.13648293963254593
323,323,0.02051877661633759,0.022454510259388306,0.0449090205187766,0.026325977545489737,0.15563298490127755,0.046457607433217175,0.11033681765389082,0.0367789392179636,0.014324428958575297,0.03445605884630275,0.043747580332946186,0.0367789392179636,0.06697638404955476,0.02168021680216802,0.02400309717382888,0.21757646147890047,0.060782036391792464,0.016260162601626015
324,324,0.034244080145719495,0.01675774134790528,0.01675774134790528,0.17340619307832425,0.3016393442622951,0.02622950819672131,0.09326047358834244,0.015664845173041897,0.03533697632058288,0.02003642987249545,0.013479052823315118,0.014207650273224045,0.025136612021857924,0.014207650273224045,0.14571948998178505,0.022586520947176687,0.01675774134790528,0.014571948998178508
325,325,0.014789533560864617,0.01706484641638225,0.02806219188471748,0.10466439135381114,0.0341296928327645,0.03640500568828214,0.026166097838452786,0.167614713689799,0.0136518771331058,0.1012514220705347,0.057641259006446705,0.05802047781569964,0.10845657944634053,0.044368600682593844,0.050815320439893806,0.015547971179370495,0.08532423208191124,0.036025786879029194
326,326,0.014843087362171332,0.02332485156912638,0.05301102629346904,0.07675996607294316,0.04028837998303648,0.05852417302798982,0.22010178117048346,0.02332485156912638,0.183206106870229,0.018659881255301103,0.06870229007633587,0.01229855810008482,0.025445292620865145,0.026717557251908403,0.04198473282442748,0.05894826123833757,0.01950805767599661,0.03435114503816794
327,327,0.03006535947712418,0.11372549019607843,0.026143790849673203,0.057952069716775585,0.020043572984749458,0.025272331154684097,0.017429193899782137,0.05533769063180826,0.11895424836601307,0.017864923747276686,0.0196078431372549,0.03093681917211329,0.026143790849673203,0.041394335511982565,0.024400871459694988,0.3010893246187364,0.03093681917211329,0.042701525054466234
328,328,0.03506548373468525,0.46810308407266593,0.01351922264469793,0.018588931136459652,0.01351922264469793,0.021123785382340516,0.01563160118293198,0.04773975496408956,0.023658639628221376,0.05576679340937895,0.02830587241233629,0.01563160118293198,0.040980143641740595,0.03929024081115336,0.016054076890578788,0.0709759188846641,0.05956907477820024,0.016476552598225603
329,329,0.012391573729863695,0.020652622883106157,0.0161090458488228,0.019000413052457664,0.028913672036348616,0.014869888475836432,0.03634861627426683,0.18463444857496902,0.06691449814126393,0.06361007847996694,0.0161090458488228,0.026848409748038003,0.020652622883106157,0.3457249070631971,0.0214787277984304,0.04791408508880628,0.03552251135894259,0.022304832713754646
330,330,0.026262626262626262,0.023838383838383843,0.020606060606060603,0.055353535353535335,0.03313131313131313,0.03111111111111111,0.017777777777777778,0.03111111111111111,0.0303030303030303,0.013737373737373737,0.4905050505050506,0.01616161616161616,0.017373737373737375,0.021818181818181816,0.04606060606060606,0.05939393939393938,0.03232323232323232,0.03313131313131313
331,331,0.012557077625570777,0.029680365296803648,0.22260273972602743,0.16666666666666669,0.01902587519025875,0.027016742770167423,0.0121765601217656,0.07115677321156773,0.02054794520547945,0.050228310502283095,0.026255707762557076,0.046423135464231345,0.09360730593607304,0.04984779299847792,0.020167427701674276,0.06582952815829528,0.051750380517503795,0.01445966514459665
332,332,0.14829931972789115,0.0380952380952381,0.2308390022675737,0.012244897959183675,0.03854875283446712,0.024036281179138322,0.032199546485260765,0.06802721088435372,0.1437641723356009,0.022675736961451247,0.0326530612244898,0.0326530612244898,0.014058956916099775,0.04943310657596372,0.030839002267573697,0.020408163265306124,0.036281179138321996,0.024943310657596373
333,333,0.3669135802469136,0.015308641975308644,0.08592592592592592,0.027160493827160494,0.020740740740740744,0.05135802469135803,0.03802469135802469,0.09283950617283951,0.016790123456790124,0.0582716049382716,0.021728395061728394,0.02123456790123457,0.018765432098765435,0.044444444444444446,0.023703703703703706,0.01728395061728395,0.04098765432098766,0.03851851851851852
334,334,0.1533857089412645,0.025065469509913958,0.057987280209502425,0.026187803965581742,0.07295173961840629,0.060606060606060594,0.02805836139169473,0.08492330714552937,0.03741114852225964,0.012345679012345678,0.04302282080059857,0.1545080433969323,0.05761316872427982,0.014590347923681258,0.035540591096146656,0.023569023569023576,0.01870557426112982,0.09352787130564907
335,335,0.05877616747181963,0.021739130434782605,0.025764895330112718,0.025764895330112718,0.04629629629629629,0.05152979066022542,0.014090177133655393,0.028985507246376805,0.024557165861513682,0.0579710144927536,0.030595813204508854,0.03019323671497584,0.04549114331723027,0.027375201288244763,0.41022544283413853,0.026167471819645727,0.0503220611916264,0.024154589371980676
336,336,0.04703703703703703,0.013333333333333332,0.014074074074074074,0.06666666666666665,0.01962962962962963,0.04333333333333333,0.028888888888888888,0.018518518518518517,0.0337037037037037,0.021481481481481483,0.03888888888888889,0.012962962962962963,0.02185185185185185,0.023333333333333334,0.518888888888889,0.030740740740740742,0.028888888888888888,0.017777777777777778
337,337,0.01851851851851852,0.028935185185185185,0.02469135802469136,0.016203703703703706,0.018518518518518524,0.01388888888888889,0.02276234567901235,0.013503086419753087,0.04475308641975309,0.021219135802469143,0.0628858024691358,0.04012345679012346,0.023533950617283955,0.014660493827160496,0.44444444444444453,0.12037037037037038,0.051697530864197525,0.019290123456790126
338,338,0.0561990561990562,0.027885027885027888,0.019734019734019736,0.0664950664950665,0.03432003432003432,0.0265980265980266,0.016302016302016307,0.02187902187902188,0.01844701844701845,0.03946803946803947,0.3783783783783784,0.01372801372801373,0.01372801372801373,0.012870012870012874,0.1634491634491635,0.020163020163020164,0.029172029172029174,0.04118404118404119
339,339,0.023745519713261647,0.02060931899641577,0.015232974910394265,0.11559139784946236,0.12365591397849462,0.027329749103942657,0.36066308243727596,0.04032258064516129,0.023297491039426525,0.020609318996415774,0.014336917562724014,0.021505376344086023,0.016577060931899642,0.01747311827956989,0.08915770609318995,0.028225806451612906,0.0246415770609319,0.017025089605734768
340,340,0.025409130060292856,0.12790697674418605,0.030146425495262703,0.06287683031869078,0.01851851851851852,0.05770887166236002,0.018949181739879414,0.01636520241171404,0.021102497846683894,0.01851851851851852,0.024117140396210168,0.07493540051679586,0.32342807924203276,0.015503875968992248,0.018949181739879414,0.0809646856158484,0.0503875968992248,0.014211886304909561
341,341,0.02962962962962963,0.02962962962962963,0.0354775828460039,0.06471734892787524,0.05847953216374269,0.04015594541910332,0.041715399610136455,0.06393762183235867,0.014424951267056531,0.1996101364522417,0.03118908382066277,0.2331384015594542,0.02846003898635478,0.03781676413255361,0.02261208576998051,0.01910331384015595,0.027290448343079924,0.022612085769980514
342,342,0.015073212747631352,0.033591731266149866,0.04177433247200689,0.040482342807924204,0.04565030146425495,0.12101636520241171,0.034022394487510765,0.015503875968992248,0.06718346253229973,0.04780361757105942,0.027993109388458226,0.020241171403962102,0.02454780361757106,0.033591731266149866,0.033591731266149866,0.2747631352282515,0.09819121447028423,0.024978466838931956
343,343,0.0798611111111111,0.019675925925925927,0.01080246913580247,0.154320987654321,0.043595679012345664,0.02199074074074074,0.018904320987654318,0.0154320987654321,0.013503086419753086,0.023919753086419752,0.44097222222222227,0.015432098765432101,0.018904320987654318,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.04166666666666667,0.019290123456790126
344,344,0.015059015059015057,0.06593406593406592,0.021164021164021163,0.02564102564102564,0.017908017908017906,0.026455026455026454,0.03296703296703296,0.024013024013024013,0.018315018315018312,0.15710215710215708,0.039072039072039065,0.027269027269027267,0.17948717948717946,0.15181115181115182,0.014652014652014652,0.022385022385022386,0.14163614163614163,0.01912901912901913
345,345,0.022802653399668325,0.024461028192371472,0.01948590381426202,0.04809286898839137,0.014925373134328356,0.06426202321724708,0.03067993366500829,0.03814262023217247,0.029021558872305137,0.022388059701492536,0.1310116086235489,0.01990049751243781,0.02404643449419569,0.015339966832504145,0.4087893864013268,0.02860696517412935,0.02570480928689884,0.03233830845771144
346,346,0.016685627607129317,0.03033750474023512,0.014031095942358745,0.10618126659082293,0.08115282518012895,0.015927189988623438,0.30640879787637476,0.023890784982935162,0.06484641638225255,0.0477815699658703,0.06863860447478196,0.025786879029199856,0.017444065225635196,0.01516875237011756,0.016685627607129317,0.09783845278725828,0.02085703450891165,0.03033750474023512
347,347,0.020272904483430793,0.24483430799220265,0.01988304093567251,0.022612085769980503,0.014424951267056526,0.019493177387914222,0.01403508771929824,0.02066276803118908,0.056530214424951236,0.024561403508771923,0.023001949317738784,0.03430799220272904,0.03664717348927875,0.017933723196881086,0.011695906432748536,0.35360623781676415,0.04951267056530212,0.015984405458089664
348,348,0.017094017094017092,0.24281274281274282,0.025252525252525252,0.020202020202020204,0.016705516705516704,0.019425019425019424,0.017094017094017092,0.023310023310023312,0.06177156177156176,0.02175602175602176,0.024087024087024088,0.03651903651903652,0.034188034188034185,0.023698523698523703,0.012432012432012434,0.35042735042735046,0.03923853923853924,0.013986013986013986
349,349,0.01782328403488813,0.23625331816458095,0.021236253318164585,0.0223739097459234,0.01478953356086462,0.020857034508911642,0.016685627607129317,0.023132347364429276,0.06029579067121728,0.020098596890405763,0.02806219188471748,0.037921880925293895,0.03450891164201744,0.015927189988623434,0.012893439514599925,0.3496397421312097,0.05422828972317025,0.013272658323852863
350,350,0.03528850739151168,0.07200762994754409,0.061993323795898884,0.03099666189794945,0.04291845493562231,0.02384358607534573,0.17882689556509296,0.028612303290414875,0.1444921316165951,0.019074868860276584,0.04530281354315688,0.014783023366714354,0.019074868860276584,0.02956604673342871,0.04291845493562231,0.05388650453028135,0.13495469718645683,0.021459227467811155
351,351,0.01416555998229305,0.030987162461266045,0.01593625498007968,0.1531651173085436,0.028773793714032755,0.04028331119964586,0.027445772465692783,0.1845949535192563,0.02434705621956618,0.01593625498007968,0.09606020362992473,0.04028331119964586,0.08322266489597165,0.07392651615759184,0.03364320495794599,0.029659141212926073,0.05799026117751215,0.04957945993802567
352,352,0.02045855379188713,0.017283950617283956,0.2737213403880071,0.06031746031746032,0.1534391534391535,0.07548500881834215,0.016578483245149916,0.021869488536155206,0.022927689594356267,0.02469135802469136,0.016578483245149916,0.03315696649029983,0.0670194003527337,0.011640211640211642,0.10758377425044094,0.018342151675485016,0.026102292768959433,0.032804232804232815
353,353,0.022792022792022797,0.022792022792022797,0.08343508343508343,0.02726902726902727,0.026455026455026457,0.026455026455026457,0.02075702075702076,0.028083028083028087,0.032153032153032154,0.015466015466015467,0.02604802604802605,0.4582824582824584,0.029304029304029307,0.017094017094017096,0.029304029304029307,0.013431013431013432,0.04395604395604396,0.07692307692307691
354,354,0.020085470085470087,0.029914529914529916,0.10341880341880341,0.024358974358974363,0.023931623931623933,0.022222222222222223,0.017948717948717947,0.020512820512820513,0.03076923076923077,0.014957264957264958,0.023931623931623933,0.44487179487179496,0.024358974358974363,0.016666666666666666,0.023931623931623933,0.014957264957264958,0.05427350427350426,0.08888888888888888
355,355,0.011764705882352943,0.027015250544662306,0.045315904139433545,0.20435729847494552,0.1167755991285403,0.01612200435729847,0.2906318082788671,0.024400871459694988,0.023093681917211326,0.03442265795206971,0.018736383442265792,0.023965141612200435,0.02396514161220043,0.015686274509803918,0.028322440087145965,0.04793028322440086,0.024400871459694985,0.023093681917211326
356,356,0.03895038950389503,0.015580155801558013,0.022140221402214024,0.16687166871668715,0.1127511275112751,0.02542025420254202,0.14555145551455512,0.016400164001640016,0.039770397703977035,0.02214022140221402,0.04920049200492003,0.016400164001640016,0.016400164001640016,0.018860188601886013,0.2222222222222222,0.039770397703977035,0.01435014350143501,0.017220172201722013
357,357,0.038826931020239576,0.06113176373399421,0.03717472118959109,0.025196199917389518,0.019413465510119788,0.03634861627426683,0.021478727798430405,0.03552251135894259,0.027674514663362248,0.06154481619165634,0.040066088393225945,0.1499380421313507,0.1730689797604296,0.025196199917389514,0.019826517967781912,0.10945890128046262,0.09293680297397769,0.025196199917389514
358,358,0.02104377104377104,0.08501683501683499,0.04755892255892254,0.015993265993265993,0.0648148148148148,0.031144781144781142,0.029040404040404037,0.01936026936026936,0.017255892255892254,0.32281144781144777,0.02483164983164983,0.02525252525252525,0.03367003367003366,0.1153198653198653,0.02693602693602693,0.026515151515151516,0.061026936026936006,0.032407407407407406
359,359,0.017361111111111112,0.03317901234567902,0.057484567901234566,0.11844135802469138,0.10339506172839509,0.043209876543209874,0.027391975308641982,0.019675925925925934,0.038966049382716056,0.04012345679012346,0.023533950617283958,0.028163580246913587,0.015432098765432103,0.07137345679012347,0.26388888888888895,0.06018518518518519,0.02276234567901235,0.015432098765432103
360,360,0.01605902777777778,0.018663194444444444,0.021267361111111112,0.10763888888888888,0.062499999999999986,0.046440972222222224,0.1345486111111111,0.050347222222222224,0.021701388888888888,0.03342013888888889,0.03732638888888889,0.017361111111111112,0.016493055555555556,0.018663194444444444,0.3233506944444444,0.023003472222222224,0.026909722222222227,0.024305555555555556
361,361,0.01742160278745644,0.5106465350367789,0.011614401858304296,0.013937282229965153,0.02710027100271002,0.024390243902439022,0.02322880371660859,0.0456833139759969,0.032520325203252015,0.02942315137437088,0.018970189701897015,0.02206736353077816,0.029810298102981022,0.02864885791715059,0.0170344560588463,0.06697638404955476,0.06078203639179246,0.019744483159117303
362,362,0.0154320987654321,0.5115740740740742,0.013503086419753086,0.016975308641975308,0.026234567901234566,0.01890432098765432,0.020833333333333336,0.04591049382716048,0.0308641975308642,0.033179012345679014,0.018904320987654318,0.024691358024691357,0.02662037037037037,0.031635802469135804,0.020447530864197528,0.060956790123456776,0.06057098765432097,0.02276234567901235
363,363,0.030701754385964914,0.03874269005847953,0.01571637426900585,0.09868421052631579,0.034356725146198835,0.020102339181286552,0.020467836257309944,0.01206140350877193,0.22660818713450293,0.01608187134502924,0.0756578947368421,0.012792397660818713,0.027412280701754384,0.03728070175438597,0.22149122807017546,0.06249999999999999,0.02850877192982456,0.020833333333333336
364,364,0.020325203252032516,0.02213188798554652,0.013098464317976512,0.016260162601626015,0.014453477868112012,0.013098464317976512,0.017615176151761516,0.02213188798554652,0.02710027100271003,0.024390243902439022,0.057813911472448035,0.021680216802168018,0.6065943992773262,0.018970189701897018,0.016260162601626015,0.03432700993676603,0.03297199638663053,0.02077687443541102
